20250102 095600;23853.9;23855.1;23842.4;23847.65;2000
20250102 095700;23849.25;23856.4;23844.45;23845.5;2000
20250102 095800;23844.65;23848.6;23838.05;23840.1;2000
20250102 095900;23840.95;23842.95;23832.25;23833.1;2000
20250102 100000;23834.15;23837.85;23829.6;23831;2000
20250102 100100;23830.45;23837.75;23829.45;23831.4;2000
20250102 100200;23832.9;23844.45;23832.4;23837.55;2000
20250102 100300;23836.6;23837.95;23834.45;23836.5;2000
20250102 100400;23836.4;23839.7;23833.85;23837.35;2000
20250102 100500;23842.2;23850.7;23840.25;23850.4;2000
20250102 100600;23850.1;23855.75;23843.1;23851.3;2000
20250102 100700;23852.05;23856.85;23848.3;23852.15;2000
20250102 100800;23852.45;23853.55;23847.2;23850.3;2000
20250102 100900;23854.55;23857.45;23839.4;23842.15;2000
20250102 101000;23844.45;23846.4;23838.45;23844.9;2000
20250102 101100;23844.8;23848.65;23844.4;23847.45;2000
20250102 101200;23847.3;23877.35;23847.3;23869.3;2000
20250102 101300;23874.1;23874.1;23847.9;23848.1;2000
20250102 101400;23847.3;23848.4;23830.15;23834.1;2000
20250102 101500;23832.65;23842.05;23830.6;23838.9;2000
20250102 101600;23839.7;23856.4;23836.65;23853.2;2000
20250102 101700;23853.15;23868.5;23853.15;23862.7;2000
20250102 101800;23861.65;23863.65;23854.25;23854.25;2000
20250102 101900;23856.25;23860.75;23856.25;23860.45;2000
20250102 102000;23861.3;23875.85;23858.45;23863.25;2000
20250102 102100;23861.1;23865.45;23855.35;23861.85;2000
20250102 102200;23861.35;23864.4;23855.05;23857.95;2000
20250102 102300;23857.2;23865.9;23851.35;23863.6;2000
20250102 102400;23864.8;23889.6;23863.35;23877.85;2000
20250102 102500;23879.35;23883.2;23867.55;23872.6;2000
20250102 102600;23874.65;23877.25;23868.05;23870.75;2000
20250102 102700;23871.6;23873.4;23865.65;23871;2000
20250102 102800;23873.25;23876.5;23868.2;23871.35;2000
20250102 102900;23871.5;23879.05;23871.05;23878.5;2000
20250102 103000;23878.25;23880.15;23867.45;23871.45;2000
20250102 103100;23870.75;23874.45;23868.25;23873.15;2000
20250102 103200;23872.85;23875.6;23870.8;23870.8;2000
20250102 103300;23870.75;23875.65;23868.5;23870.75;2000
